OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
23,APPLY_ABILITY,ExtData[1].Val7,445,24,"1, 10, 100, 15, 1800, 2, 20, 2000, 22, 249, 25, 29",(none),ExtData slot 1 Val7 — context-dependent payload field; semantics vary by application profile (Val3) in the same slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","445 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 10260, 10261, 10262, 10263. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val7 is context-dependent on Val3 (application profile) in the same ext-data slot. Val3=1 (Direct, 66%): Val7=1 is a single-application marker (72% of Direct slots), Val7=0 means inactive (17%). Val3=4 (Event-triggered, 8%): Val7 encodes proc chance %, duration ms, or heal/damage amount depending on sub-op type (Val2). Val3=5 (Periodic, 2%): Val7 encodes an amount or count. Val3=6 (Rate-modifier, 11%): Val7 is expected to be 0 (85% of Rate-modifier slots). Val3=7 (Conditional, 10%): Val7 is expected to be 0 (99% of Conditional slots). Across all profiles for this slot: Val7=0 is 0% and Val7=1 is 29% of observations. Dominant observed values: 1 x133, 5 x126, 10 x55, 2 x49, 25 x25, 20 x7, 50 x7, 100 x6."
23,APPLY_ABILITY,ExtData[1].Val8,13,3,"1, 2, 3",(none),"ExtData slot 1 Val8 — proc-count/trigger-limit field (Val8=0=inactive, Val8=1=single-proc limit).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","13 non-zero observation(s) across 2075 component row(s); example component ids: 11274, 11275, 11276, 11277, 12175, 12194, 14217, 14218, 14219, 17921, 17922, 17923. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val8=0 (94% globally) and Val8=1 (4% globally) account for 98%+ of all populated ExtData slots. Val8=1 is most notable in Event-triggered (Val3=4) sub-ops at 37% of those slots, likely encoding a single-proc limit. 84% of observations for this slot are Val8=0 or Val8=1. Dominant observed values: 1 x11, 2 x1, 3 x1."
23,APPLY_ABILITY,ExtData[1].Val9,66,1,1,(none),"ExtData slot 1 Val9 — binary modifier flag (byte; Val9=0=inactive, Val9=1=modifier-set).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","66 non-zero observation(s) across 2075 component row(s); example component ids: 11027, 11575, 11717, 12096, 12514, 13355, 13691, 13694, 142, 143, 15901, 15902. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val9 is a byte with near-binary distribution: Val9=0 (79% globally) and Val9=1 (20% globally) account for 99%+ of populated slots. Val9=1 is most common in Rate-modifier (Val3=6) sub-ops at 42%, suggesting it toggles a modifier variant. 100% of observations for this slot are Val9=0 or Val9=1. Dominant observed values: 1 x66."
23,APPLY_ABILITY,ExtData[2].Val1,190,2,"1, 2",(none),"ExtData slot 2 Val1 — ApplicationTarget: 1=Self (caster), 2=Target.",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","190 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10381, 10382, 10383, 10384, 10385, 10386, 10387, 10388, 10389, 10390. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val1 encodes the application target for the sub-effect in this ext-data slot. Val1=1 (Self/caster) and Val1=2 (Target/enemy) are the two primary universal values (account for 100% of non-zero observations). Val1=1 is most common in INTERRUPT, AP_CHANGE, and HEAL sub-ops; Val1=2 in DAMAGE, STAT_CHANGE, and debuff sub-ops.  Val1=3/4/5/7 are operation-specific variants with unresolved universal semantics. Dominant observed values: 1 x143, 2 x47."
23,APPLY_ABILITY,ExtData[2].Val2,182,13,"1, 10, 11, 14, 17, 27, 28, 3, 4, 59, 6, 67",(none),ExtData slot 2 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","182 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10381, 10382, 10383, 10384, 10385, 10386, 10387, 10388, 10389, 10390. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 174 of 182 observed values (95%) resolve to a named ComponentOperation. Dominant observed values: 17=AP_REGEN_CHANGE x59, 4=DAMAGE_CHANGE x47, 10=RESSURRECT x30, 6=AP_CHANGE x12, 28=GRANTED_ABILITY x11, 9=INTERRUPT x7, 14 x4, 3=HEAL x4. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
23,APPLY_ABILITY,ExtData[2].Val3,190,4,"1, 4, 5, 6",(none),ExtData slot 2 Val3 — application profile (delivery mode) for this ext-data sub-effect slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","190 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10381, 10382, 10383, 10384, 10385, 10386, 10387, 10388, 10389, 10390. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val3 encodes the same profile-type across all component operations. Val3=1 (Direct): 66% of all records. Val3=4 (Event-triggered): 8%. Val3=5 (Periodic/recovery): 2%. Val3=6 (Rate-modifier): 11%. Val3=7 (Conditional/damage-variant): 10%, most common in DAMAGE-operation ext-data. 190 of 190 observed values (100%) map to a named application profile. Dominant observed values: 1 x126, 4 x58, 5 x3, 6 x3."
23,APPLY_ABILITY,ExtData[2].Val4,190,2,"8, 9",(none),"ExtData slot 2 Val4 — layout tag for the ext-data slot encoding variant (8=Standard, 9=Requirement-conditional).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","190 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10381, 10382, 10383, 10384, 10385, 10386, 10387, 10388, 10389, 10390. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val4 is almost always 8 (standard layout, 97% globally). Val4=9 marks requirement-conditional slots where Val6 carries a RequirementId chain reference. 190 of 190 observed values (100%) resolve to a named layout tag. Dominant observed values: 8 x186, 9 x4."
23,APPLY_ABILITY,ExtData[2].Val5,13,1,3,(none),"ExtData slot 2 Val5 — secondary sub-mode discriminant (Val5=0=inactive, Val5=3=secondary-mode).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","13 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 12175, 12194, 3481, 3489, 3636, 3637, 3687, 3694, 5561, 8655. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val5=0 (82% globally) and Val5=3 (16% globally) account for 98%+ of all populated ExtData slots. Val5=3 is most dominant in RESSURRECT Conditional (Val2=10, Val3=7) expressions (97% of those slots); also present in AP_CHANGE and HEAL expressions across multiple application profiles. 100% of observations for this slot are Val5=0 or Val5=3. Dominant observed values: 3 x13."
23,APPLY_ABILITY,ExtData[2].Val6,106,34,"1, 100, 1125, 1128, 13695, 1440, 179, 2, 20167, 205, 25424, 25425",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","106 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 11274, 11275, 11276, 11277, 11335, 11443, 11470, 11801, 11989, 12078. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 4 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9100, 9180, 9190, 9613."
23,APPLY_ABILITY,ExtData[2].Val7,107,7,"1, 100, 1800, 25, 3000, 4, 50",(none),ExtData slot 2 Val7 — context-dependent payload field; semantics vary by application profile (Val3) in the same slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","107 non-zero observation(s) across 2075 component row(s); example component ids: 10181, 10182, 10381, 10382, 10383, 10384, 10385, 10386, 10387, 10388, 10389, 10390. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val7 is context-dependent on Val3 (application profile) in the same ext-data slot. Val3=1 (Direct, 66%): Val7=1 is a single-application marker (72% of Direct slots), Val7=0 means inactive (17%). Val3=4 (Event-triggered, 8%): Val7 encodes proc chance %, duration ms, or heal/damage amount depending on sub-op type (Val2). Val3=5 (Periodic, 2%): Val7 encodes an amount or count. Val3=6 (Rate-modifier, 11%): Val7 is expected to be 0 (85% of Rate-modifier slots). Val3=7 (Conditional, 10%): Val7 is expected to be 0 (99% of Conditional slots). Across all profiles for this slot: Val7=0 is 0% and Val7=1 is 45% of observations. Dominant observed values: 1 x49, 3000 x45, 25 x5, 50 x3, 1800 x2, 4 x2, 100 x1."
23,APPLY_ABILITY,ExtData[2].Val8,48,2,"1, 3",(none),"ExtData slot 2 Val8 — proc-count/trigger-limit field (Val8=0=inactive, Val8=1=single-proc limit).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","48 non-zero observation(s) across 2075 component row(s); example component ids: 10381, 10382, 10383, 10384, 10385, 10386, 10387, 10388, 10389, 10390, 10391, 10392. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val8=0 (94% globally) and Val8=1 (4% globally) account for 98%+ of all populated ExtData slots. Val8=1 is most notable in Event-triggered (Val3=4) sub-ops at 37% of those slots, likely encoding a single-proc limit. 97% of observations for this slot are Val8=0 or Val8=1. Dominant observed values: 1 x47, 3 x1."
23,APPLY_ABILITY,ExtData[2].Val9,37,1,1,(none),"ExtData slot 2 Val9 — binary modifier flag (byte; Val9=0=inactive, Val9=1=modifier-set).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","37 non-zero observation(s) across 2075 component row(s); example component ids: 11575, 12124, 12675, 12779, 12780, 12781, 13374, 13376, 13378, 13691, 13694, 142. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val9 is a byte with near-binary distribution: Val9=0 (79% globally) and Val9=1 (20% globally) account for 99%+ of populated slots. Val9=1 is most common in Rate-modifier (Val3=6) sub-ops at 42%, suggesting it toggles a modifier variant. 100% of observations for this slot are Val9=0 or Val9=1. Dominant observed values: 1 x37."
23,APPLY_ABILITY,ExtData[3].Val1,56,2,"1, 2",(none),"ExtData slot 3 Val1 — ApplicationTarget: 1=Self (caster), 2=Target.",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","56 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 12705, 18048, 18325, 24575, 24982, 26259, 26260, 26261, 26262. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val1 encodes the application target for the sub-effect in this ext-data slot. Val1=1 (Self/caster) and Val1=2 (Target/enemy) are the two primary universal values (account for 100% of non-zero observations). Val1=1 is most common in INTERRUPT, AP_CHANGE, and HEAL sub-ops; Val1=2 in DAMAGE, STAT_CHANGE, and debuff sub-ops.  Val1=3/4/5/7 are operation-specific variants with unresolved universal semantics. Dominant observed values: 1 x36, 2 x20."
23,APPLY_ABILITY,ExtData[3].Val2,53,3,"10, 14, 17",(none),ExtData slot 3 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","53 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 12705, 18048, 18325, 24982, 26259, 26260, 26261, 26262, 26263. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 51 of 53 observed values (96%) resolve to a named ComponentOperation. Dominant observed values: 17=AP_REGEN_CHANGE x31, 10=RESSURRECT x20, 14 x2. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
23,APPLY_ABILITY,ExtData[3].Val3,56,3,"1, 5, 6",(none),ExtData slot 3 Val3 — application profile (delivery mode) for this ext-data sub-effect slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","56 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 12705, 18048, 18325, 24575, 24982, 26259, 26260, 26261, 26262. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val3 encodes the same profile-type across all component operations. Val3=1 (Direct): 66% of all records. Val3=4 (Event-triggered): 8%. Val3=5 (Periodic/recovery): 2%. Val3=6 (Rate-modifier): 11%. Val3=7 (Conditional/damage-variant): 10%, most common in DAMAGE-operation ext-data. 56 of 56 observed values (100%) map to a named application profile. Dominant observed values: 1 x46, 5 x8, 6 x2."
23,APPLY_ABILITY,ExtData[3].Val4,56,2,"8, 9",(none),"ExtData slot 3 Val4 — layout tag for the ext-data slot encoding variant (8=Standard, 9=Requirement-conditional).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","56 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 12705, 18048, 18325, 24575, 24982, 26259, 26260, 26261, 26262. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val4 is almost always 8 (standard layout, 97% globally). Val4=9 marks requirement-conditional slots where Val6 carries a RequirementId chain reference. 56 of 56 observed values (100%) resolve to a named layout tag. Dominant observed values: 8 x52, 9 x4."
23,APPLY_ABILITY,ExtData[3].Val5,4,1,3,(none),"ExtData slot 3 Val5 — secondary sub-mode discriminant (Val5=0=inactive, Val5=3=secondary-mode).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","4 non-zero observation(s) across 2075 component row(s); example component ids: 18325, 3481, 3687, 9480. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val5=0 (82% globally) and Val5=3 (16% globally) account for 98%+ of all populated ExtData slots. Val5=3 is most dominant in RESSURRECT Conditional (Val2=10, Val3=7) expressions (97% of those slots); also present in AP_CHANGE and HEAL expressions across multiple application profiles. 100% of observations for this slot are Val5=0 or Val5=3. Dominant observed values: 3 x4."
23,APPLY_ABILITY,ExtData[3].Val6,52,10,"1, 2, 200, 20166, 20167, 3, 4, 9181, 9191, 9305",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","52 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 12705, 18325, 24575, 26259, 26260, 26261, 26262, 26263, 26266. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 3 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9181, 9191, 9305."
23,APPLY_ABILITY,ExtData[3].Val7,14,2,"1, 4",(none),ExtData slot 3 Val7 — context-dependent payload field; semantics vary by application profile (Val3) in the same slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","14 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 18048, 18325, 24982, 26259, 26266, 26273, 26280, 26287, 26294, 26301, 26308. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val7 is context-dependent on Val3 (application profile) in the same ext-data slot. Val3=1 (Direct, 66%): Val7=1 is a single-application marker (72% of Direct slots), Val7=0 means inactive (17%). Val3=4 (Event-triggered, 8%): Val7 encodes proc chance %, duration ms, or heal/damage amount depending on sub-op type (Val2). Val3=5 (Periodic, 2%): Val7 encodes an amount or count. Val3=6 (Rate-modifier, 11%): Val7 is expected to be 0 (85% of Rate-modifier slots). Val3=7 (Conditional, 10%): Val7 is expected to be 0 (99% of Conditional slots). Across all profiles for this slot: Val7=0 is 0% and Val7=1 is 42% of observations. Dominant observed values: 4 x8, 1 x6."
23,APPLY_ABILITY,ExtData[3].Val9,18,1,1,(none),"ExtData slot 3 Val9 — binary modifier flag (byte; Val9=0=inactive, Val9=1=modifier-set).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","18 non-zero observation(s) across 2075 component row(s); example component ids: 18048, 24982, 26259, 26260, 26266, 26267, 26273, 26274, 26280, 26281, 26287, 26288. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val9 is a byte with near-binary distribution: Val9=0 (79% globally) and Val9=1 (20% globally) account for 99%+ of populated slots. Val9=1 is most common in Rate-modifier (Val3=6) sub-ops at 42%, suggesting it toggles a modifier variant. 100% of observations for this slot are Val9=0 or Val9=1. Dominant observed values: 1 x18."
23,APPLY_ABILITY,ExtData[4].Val1,46,2,"1, 2",(none),"ExtData slot 4 Val1 — ApplicationTarget: 1=Self (caster), 2=Target.",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","46 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 26259, 26260, 26261, 26262, 26263, 26266, 26267, 26268, 26269. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val1 encodes the application target for the sub-effect in this ext-data slot. Val1=1 (Self/caster) and Val1=2 (Target/enemy) are the two primary universal values (account for 100% of non-zero observations). Val1=1 is most common in INTERRUPT, AP_CHANGE, and HEAL sub-ops; Val1=2 in DAMAGE, STAT_CHANGE, and debuff sub-ops.  Val1=3/4/5/7 are operation-specific variants with unresolved universal semantics. Dominant observed values: 2 x24, 1 x22."
23,APPLY_ABILITY,ExtData[4].Val2,46,2,"10, 17",(none),ExtData slot 4 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","46 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 26259, 26260, 26261, 26262, 26263, 26266, 26267, 26268, 26269. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 46 of 46 observed values (100%) resolve to a named ComponentOperation. Dominant observed values: 10=RESSURRECT x26, 17=AP_REGEN_CHANGE x20. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
23,APPLY_ABILITY,ExtData[4].Val3,46,2,"1, 6",(none),ExtData slot 4 Val3 — application profile (delivery mode) for this ext-data sub-effect slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","46 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 26259, 26260, 26261, 26262, 26263, 26266, 26267, 26268, 26269. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val3 encodes the same profile-type across all component operations. Val3=1 (Direct): 66% of all records. Val3=4 (Event-triggered): 8%. Val3=5 (Periodic/recovery): 2%. Val3=6 (Rate-modifier): 11%. Val3=7 (Conditional/damage-variant): 10%, most common in DAMAGE-operation ext-data. 46 of 46 observed values (100%) map to a named application profile. Dominant observed values: 1 x44, 6 x2."
23,APPLY_ABILITY,ExtData[4].Val4,46,2,"8, 9",(none),"ExtData slot 4 Val4 — layout tag for the ext-data slot encoding variant (8=Standard, 9=Requirement-conditional).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","46 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 26259, 26260, 26261, 26262, 26263, 26266, 26267, 26268, 26269. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val4 is almost always 8 (standard layout, 97% globally). Val4=9 marks requirement-conditional slots where Val6 carries a RequirementId chain reference. 46 of 46 observed values (100%) resolve to a named layout tag. Dominant observed values: 8 x45, 9 x1."
23,APPLY_ABILITY,ExtData[4].Val6,46,14,"25424, 25425, 25426, 25427, 25428, 25429, 25430, 25431, 25432, 25435, 3, 4",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","46 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 11801, 12078, 26259, 26260, 26261, 26262, 26263, 26266, 26267, 26268, 26269. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 2 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9182, 9192."
23,APPLY_ABILITY,ExtData[4].Val7,26,1,1,(none),ExtData slot 4 Val7 — context-dependent payload field; semantics vary by application profile (Val3) in the same slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","26 non-zero observation(s) across 2075 component row(s); example component ids: 11470, 26259, 26260, 26261, 26266, 26267, 26268, 26273, 26274, 26275, 26280, 26281. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val7 is context-dependent on Val3 (application profile) in the same ext-data slot. Val3=1 (Direct, 66%): Val7=1 is a single-application marker (72% of Direct slots), Val7=0 means inactive (17%). Val3=4 (Event-triggered, 8%): Val7 encodes proc chance %, duration ms, or heal/damage amount depending on sub-op type (Val2). Val3=5 (Periodic, 2%): Val7 encodes an amount or count. Val3=6 (Rate-modifier, 11%): Val7 is expected to be 0 (85% of Rate-modifier slots). Val3=7 (Conditional, 10%): Val7 is expected to be 0 (99% of Conditional slots). Across all profiles for this slot: Val7=0 is 0% and Val7=1 is 100% of observations. Dominant observed values: 1 x26."
23,APPLY_ABILITY,ExtData[4].Val9,16,1,1,(none),"ExtData slot 4 Val9 — binary modifier flag (byte; Val9=0=inactive, Val9=1=modifier-set).",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","16 non-zero observation(s) across 2075 component row(s); example component ids: 26260, 26261, 26267, 26268, 26274, 26275, 26281, 26282, 26288, 26289, 26295, 26296. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val9 is a byte with near-binary distribution: Val9=0 (79% globally) and Val9=1 (20% globally) account for 99%+ of populated slots. Val9=1 is most common in Rate-modifier (Val3=6) sub-ops at 42%, suggesting it toggles a modifier variant. 100% of observations for this slot are Val9=0 or Val9=1. Dominant observed values: 1 x16."
23,APPLY_ABILITY,ExtData[5].Val1,35,2,"1, 2",(none),"ExtData slot 5 Val1 — ApplicationTarget: 1=Self (caster), 2=Target.",Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","35 non-zero observation(s) across 2075 component row(s); example component ids: 12078, 26260, 26261, 26262, 26263, 26267, 26268, 26269, 26270, 26274, 26275, 26276. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val1 encodes the application target for the sub-effect in this ext-data slot. Val1=1 (Self/caster) and Val1=2 (Target/enemy) are the two primary universal values (account for 100% of non-zero observations). Val1=1 is most common in INTERRUPT, AP_CHANGE, and HEAL sub-ops; Val1=2 in DAMAGE, STAT_CHANGE, and debuff sub-ops.  Val1=3/4/5/7 are operation-specific variants with unresolved universal semantics. Dominant observed values: 2 x24, 1 x11."
23,APPLY_ABILITY,ExtData[5].Val2,35,2,"10, 17",(none),ExtData slot 5 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","35 non-zero observation(s) across 2075 component row(s); example component ids: 12078, 26260, 26261, 26262, 26263, 26267, 26268, 26269, 26270, 26274, 26275, 26276. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 35 of 35 observed values (100%) resolve to a named ComponentOperation. Dominant observed values: 10=RESSURRECT x24, 17=AP_REGEN_CHANGE x11. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
23,APPLY_ABILITY,ExtData[5].Val3,35,2,"1, 6",(none),ExtData slot 5 Val3 — application profile (delivery mode) for this ext-data sub-effect slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","35 non-zero observation(s) across 2075 component row(s); example component ids: 12078, 26260, 26261, 26262, 26263, 26267, 26268, 26269, 26270, 26274, 26275, 26276. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Val3 encodes the same profile-type across all component operations. Val3=1 (Direct): 66% of all records. Val3=4 (Event-triggered): 8%. Val3=5 (Periodic/recovery): 2%. Val3=6 (Rate-modifier): 11%. Val3=7 (Conditional/damage-variant): 10%, most common in DAMAGE-operation ext-data. 35 of 35 observed values (100%) map to a named application profile. Dominant observed values: 1 x34, 6 x1."
